Tier;Category;variable;unit;Definition;piam_variable;piam_unit;piam_factor;Comment;idx;internal_comment;source
3;energy (transport);Final Energy|Transportation|Bus|Liquids|Petroleum;PJ/yr;final energy consumption by buses of liquids from fossil origin (conventional & unconventional petroleum);FE|Transport|Pass|Road|Bus|Liquids|Fossil;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Bus|Gases;PJ/yr;final energy consumption by buses of gases (natural gas, biogas, coal-gas);FE|Transport|Pass|Road|Bus|Gases;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Bus|Hydrogen;PJ/yr;final energy consumption by buses of hydrogen;FE|Transport|Pass|Road|Bus|Hydrogen;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Bus|Electricity;PJ/yr;final energy consumption by buses of electricity;FE|Transport|Pass|Road|Bus|Electricity;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail;PJ/yr;final energy consumption by trains;FE|Transport|Rail;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Liquids;PJ/yr;final energy consumption by trains of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);FE|Transport|Freight|Rail|Liquids;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Liquids;PJ/yr;final energy consumption by trains of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);FE|Transport|Pass|Rail|Liquids;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Biomass;PJ/yr;final energy consumption by trains of liquid biofuels;FE|Transport|Freight|Rail|Liquids|Biomass;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Biomass;PJ/yr;final energy consumption by trains of liquid biofuels;FE|Transport|Pass|Rail|Liquids|Biomass;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Synthetic Fossil;PJ/yr;final energy consumption by trains of synthetic liquids of fossil origin (e.g. coal or gas liquefaction);;;;;0;;
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Efuel;PJ/yr;final energy consumption by trains of synthetic liquid efuels (power-to-liquid);FE|Transport|Freight|Rail|Liquids|Hydrogen;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Efuel;PJ/yr;final energy consumption by trains of synthetic liquid efuels (power-to-liquid);FE|Transport|Pass|Rail|Liquids|Hydrogen;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Petroleum;PJ/yr;final energy consumption by trains of liquids from fossil origin (conventional & unconventional petroleum);FE|Transport|Freight|Rail|Liquids|Fossil;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Rail|Liquids|Petroleum;PJ/yr;final energy consumption by trains of liquids from fossil origin (conventional & unconventional petroleum);FE|Transport|Pass|Rail|Liquids|Fossil;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Gases;PJ/yr;final energy consumption by trains of gases (natural gas, biogas, coal-gas);;;;;0;;
2;energy (transport);Final Energy|Transportation|Rail|Hydrogen;PJ/yr;final energy consumption by trains of hydrogen;;;;;0;;
2;energy (transport);Final Energy|Transportation|Rail|Electricity;PJ/yr;final energy consumption by trains of electricity;FE|Transport|Pass|Rail|Electricity;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Electricity;PJ/yr;final energy consumption by trains of electricity;FE|Transport|Freight|Rail|Electricity;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Passenger;PJ/yr;final energy consumption by trains for passenger transport;FE|Transport|Pass|Rail;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Rail|Freight;PJ/yr;final energy consumption by trains for freight transport;FE|Transport|Freight|Rail;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Aviation;PJ/yr;final energy consumption by domestic aviation;FE|Transport|Pass|Aviation|Domestic;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Aviation|Liquids;PJ/yr;final energy consumption by domestic aviation of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);FE|Transport|Pass|Aviation|Domestic|Liquids;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Aviation|Liquids|Biomass;PJ/yr;final energy consumption by domestic aviation of liquid biofuels;FE|Transport|Pass|Aviation|Domestic|Liquids|Biomass;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Aviation|Liquids|Synthetic Fossil;PJ/yr;final energy consumption by domestic aviation of synthetic liquids of fossil origin (e.g. coal or gas liquefaction);;;;;0;;
3;energy (transport);Final Energy|Transportation|Domestic Aviation|Liquids|Efuel;PJ/yr;final energy consumption by domestic aviation of synthetic liquid efuels (power-to-liquid);FE|Transport|Pass|Aviation|Domestic|Liquids|Hydrogen;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Aviation|Liquids|Petroleum;PJ/yr;final energy consumption by domestic aviation of liquids from fossil origin (conventional & unconventional petroleum);FE|Transport|Pass|Aviation|Domestic|Liquids|Fossil;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Aviation|Gases;PJ/yr;final energy consumption by domestic aviation of gases (natural gas, biogas, coal-gas);;;;;0;;
2;energy (transport);Final Energy|Transportation|Domestic Aviation|Hydrogen;PJ/yr;final energy consumption by domestic aviation of hydrogen;FE|Transport|Pass|Aviation|Domestic|Hydrogen;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Aviation|Electricity;PJ/yr;final energy consumption by domestic aviation of electricity;;;;;0;;
2;energy (transport);Final Energy|Transportation|Domestic Navigation;PJ/yr;final energy consumption by domestic navigation;FE|Transport|Freight|Navigation;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Navigation|Liquids;PJ/yr;final energy consumption by domestic navigation of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);FE|Transport|Freight|Navigation|Liquids;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Navigation|Liquids|Biomass;PJ/yr;final energy consumption by domestic navigation of liquid biofuels;FE|Transport|Freight|Navigation|Liquids|Biomass;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Navigation|Liquids|Synthetic Fossil;PJ/yr;final energy consumption by domestic navigation of synthetic liquids of fossil origin (e.g. coal or gas liquefaction);;;;;0;;
3;energy (transport);Final Energy|Transportation|Domestic Navigation|Liquids|Efuel;PJ/yr;final energy consumption by domestic navigation of synthetic liquid efuels (power-to-liquid);FE|Transport|Freight|Navigation|Liquids|Hydrogen;EJ/yr;1000;;0;;T
3;energy (transport);Final Energy|Transportation|Domestic Navigation|Liquids|Petroleum;PJ/yr;final energy consumption by domestic navigation of liquids from fossil origin (conventional & unconventional petroleum);FE|Transport|Freight|Navigation|Liquids|Fossil;EJ/yr;1000;;0;;T
2;energy (transport);Final Energy|Transportation|Domestic Navigation|Gases;PJ/yr;final energy consumption by domestic navigation of gases (natural gas, biogas, coal-gas);;;;;0;;
2;energy (transport);Final Energy|Transportation|Domestic Navigation|Hydrogen;PJ/yr;final energy consumption by domestic navigation of hydrogen;;;;;0;;
2;energy (transport);Final Energy|Transportation|Domestic Navigation|Electricity;PJ/yr;final energy consumption by domestic navigation of electricity;;;;;0;;
2;energy (transport);Final Energy|Transportation|Other Transport;PJ/yr;final energy consumption by other transport modes that do not fit any other categoy;;;;;0;;
2;energy (transport);Final Energy|Transportation|Other Transport|Liquids;PJ/yr;final energy consumption by other transport modes that do not fit any other categoy of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;;;0;;
3;energy (transport);Final Energy|Transportation|Other Transport|Liquids|Biomass;PJ/yr;final energy consumption by other transport modes that do not fit any other category of liquid biofuels;;;;;0;;
3;energy (transport);Final Energy|Transportation|Other Transport|Liquids|Synthetic Fossil;PJ/yr;final energy consumption by other transport modes that do not fit any other category of synthetic liquids of fossil origin (e.g. coal or gas liquefaction);;;;;0;;
3;energy (transport);Final Energy|Transportation|Other Transport|Liquids|Efuel;PJ/yr;final energy consumption by other transport modes that do not fit any other category of synthetic liquid efuels (power-to-liquid);;;;;0;;
3;energy (transport);Final Energy|Transportation|Other Transport|Liquids|Petroleum;PJ/yr;final energy consumption by other transport modes that do not fit any other category of liquids from fossil origin (conventional & unconventional petroleum);;;;;0;;
2;energy (transport);Final Energy|Transportation|Other Transport|Gases;PJ/yr;final energy consumption by of other transport modes that do not fit any other categoy (natural gas, biogas, coal-gas);;;;;0;;
2;energy (transport);Final Energy|Transportation|Other Transport|Hydrogen;PJ/yr;final energy consumption by other transport modes that do not fit any other categoyof hydrogen;;;;;0;;
2;energy (transport);Final Energy|Transportation|Other Transport|Electricity;PJ/yr;final energy consumption by other transport modes that do not fit any other categoy of electricity;;;;;0;;
2;energy (final);Final Energy|Other;PJ/yr;final energy consumption of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;;;0;;
2;energy (final);Final Energy|Other Sector;PJ/yr;total final energy consumption by other sectors;;;;;0;;
3;energy (final);Final Energy|Other Sector|Electricity;PJ/yr;final energy consumption by other sectors of electricity (including on-site solar PV), excluding transmission/distribution losses;;;;;0;;
3;energy (final);Final Energy|Other Sector|Gases;PJ/yr;final energy consumption by other sectors of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;;;0;;
3;energy (final);Final Energy|Other Sector|Heat;PJ/yr;final energy consumption by other sectors of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses;;;;;0;;
3;energy (final);Final Energy|Other Sector|Hydrogen;PJ/yr;final energy consumption by other sectors of hydrogen;;;;;0;;
3;energy (final);Final Energy|Other Sector|Liquids;PJ/yr;final energy consumption by other sectors of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;;;0;;
3;energy (final);Final Energy|Other Sector|Other;PJ/yr;final energy consumption by other sectors of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;;;0;;
3;energy (final);Final Energy|Other Sector|Solids;PJ/yr;final energy solid fuel consumption by other sectors (including coal and solid biomass);;;;;0;;
2;energy (final);Final Energy|Carbon Dioxide Removal;PJ/yr;Final energy consumption by carbon dioxide removal processes;FE|++|CDR;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Carbon Dioxide Removal|Electricity;PJ/yr;Final energy consumption of electricity by carbon dioxide removal processes;FE|CDR|+|Electricity;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Carbon Dioxide Removal|Gases;PJ/yr;Final energy consumption of gases by carbon dioxide removal processes;FE|CDR|+|Gases;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Carbon Dioxide Removal|Hydrogen;PJ/yr;Final energy consumption of hydrogen by carbon dioxide removal processes;FE|CDR|+|Hydrogen;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Carbon Dioxide Removal|Liquids;PJ/yr;Final energy consumption of liquids by carbon dioxide removal processes;FE|CDR|+|Liquids;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Carbon Dioxide Removal|Heat;PJ/yr;Final energy consumption of heat by carbon dioxide removal processes;;;;;0;;
2;energy (final);Final Energy|Carbon Dioxide Removal|Other;PJ/yr;Final energy consumption of other sources that do not fit to any other category by carbon dioxide removal processes;;;;;0;;
1;energy (price);Price|Primary Energy|Biomass;EUR2020/GJ;biomass producer price;Price|Primary Energy|Biomass|Modern;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Primary Energy|Coal;EUR2020/GJ;coal price at the primary level (i.e. the spot price at the global or regional market);Price|Primary Energy|Coal;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Primary Energy|Gas;EUR2020/GJ;natural gas price at the primary level (i.e. the spot price at the global or regional market);Price|Primary Energy|Gas;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Primary Energy|Oil;EUR2020/GJ;crude oil price at the primary level (i.e. the spot price at the global or regional market);Price|Primary Energy|Oil;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Secondary Energy|Electricity;EUR2020/GJ;electricity price at the secondary level, i.e. for large scale consumers (e.g. aluminum production). Prices should include the effect of carbon prices.;Price|Secondary Energy|Electricity;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Secondary Energy|Gases;EUR2020/GJ;Price for gases at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Gases|Natural Gas;EUR2020/GJ;natural gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;Price|Secondary Energy|Gases|Fossil;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Secondary Energy|Gases|Hydrogen;EUR2020/GJ;synthetic gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Gases|Biomass;EUR2020/GJ;biogas price at the secondary level, i.e. for large scale consumers (e.g. biomass power plant). Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Gases|Efuel;EUR2020/GJ;Price for gaseous Efuels at the secondary level, i.e. for large scale consumers. Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Hydrogen;EUR2020/GJ;hydrogen price at the secondary level. Prices should include the effect of carbon prices;Price|Secondary Energy|Hydrogen;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Secondary Energy|Liquids;EUR2020/GJ;liquid fuel price at the secondary level, i.e. petrol, diesel, or weighted average;;;;;0;;
1;energy (price);Price|Secondary Energy|Liquids|Biomass;EUR2020/GJ;biofuel price at the secondary level, i.e. for biofuel consumers;Price|Secondary Energy|Liquids|Biomass;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Secondary Energy|Liquids|Oil;EUR2020/GJ;light fuel oil price at the secondary level, i.e. for large scale consumers (e.g. oil power plant). Prices should include the effect of carbon prices.;Price|Secondary Energy|Liquids|Fossil;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Secondary Energy|Liquids|Hydrogen;EUR2020/GJ;synthetic fuel price at the secondary level, i.e. for large scale consumers (e.g. oil power plant). Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Liquids|Efuel;EUR2020/GJ;Price for liquid Efuels at the secondary level, i.e. for large scale consumers. Prices should include the effect of carbon prices.;;;;;0;;
1;energy (price);Price|Secondary Energy|Solids|Biomass;EUR2020/GJ;biomass price at the secondary level, i.e. for large scale consumers (e.g. biomass power plant). Prices should include the effect of carbon prices.;Price|Secondary Energy|Solids|Biomass;US$2005/GJ;1.174;;0;;R
1;energy (price);Price|Secondary Energy|Solids|Coal;EUR2020/GJ;coal price at the secondary level, i.e. for large scale consumers (e.g. coal power plant). Prices should include the effect of carbon prices.;Price|Secondary Energy|Solids|Fossil;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Freight|Electricity;EUR2020/GJ;Electricity price at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Electricity|Total LCOE;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Freight|Gases;EUR2020/GJ;Price for gases at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Gases;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Freight|Hydrogen;EUR2020/GJ;Hydrogen price at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Hydrogen|Total LCOE;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Freight|Liquids;EUR2020/GJ;Liquids price at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Freight|Solids;EUR2020/GJ;Solids price at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;;;;;0;;
3;energy (price);Price|Final Energy|Transportation|Passenger|Electricity;EUR2020/GJ;Electricity price at the final level in the passenger transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Electricity|Total LCOE;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Passenger|Gases;EUR2020/GJ;Price for gases at the final level in the passenger transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Gases;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Passenger|Hydrogen;EUR2020/GJ;Hydrogen price at the final level in the passenger transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Hydrogen|Total LCOE;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Passenger|Liquids;EUR2020/GJ;Liquids price at the final level in the passenger transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids;US$2005/GJ;1.174;;0;;R
3;energy (price);Price|Final Energy|Transportation|Passenger|Solids;EUR2020/GJ;Solids price at the final level in the passenger transport sector. Prices should include the effect of carbon prices and all other taxes.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Liquids|Petroleum;EUR2020/GJ;Price for petroleum at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids|Petroleum|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Petroleum|Sales Margin;EUR2020/GJ;Sales margin component of the price for petroleum at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Liquids|Petroleum|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for petroleum at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Petroleum|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Petroleum|Carbon Price Component;EUR2020/GJ;Carbon price component of the price for petroleum at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Petroleum|Carbon Price Component;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Petroleum|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for petroleum at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Petroleum|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Diesel;EUR2020/GJ;Price for diesel at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids|Diesel|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Diesel|Sales Margin;EUR2020/GJ;Sales margin component of the price for diesel at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Liquids|Diesel|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for diesel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Diesel|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Diesel|Carbon Price Component;EUR2020/GJ;Carbon price component of the price for diesel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Diesel|Carbon Price Component;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Diesel|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for diesel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Diesel|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Natural Gas;EUR2020/GJ;Price for natural gas at the final level in the freight transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Gases|Natural Gas|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Natural Gas|Sales Margin;EUR2020/GJ;Sales margin component of the price for natural gas at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Gases|Natural Gas|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for natural gas at the final level in the transport sector.;Price|Final Energy|Transport|Gases|Natural Gas|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Natural Gas|Carbon Price Component;EUR2020/GJ;Carbon price component of the price for natural gas at the final level in the transport sector.;Price|Final Energy|Transport|Gases|Natural Gas|Carbon Price Component;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Natural Gas|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for natural gas at the final level in the transport sector.;Price|Final Energy|Transport|Gases|Natural Gas|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Biomass;EUR2020/GJ;Price for biofuel at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids|Biomass|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Biomass|Sales Margin;EUR2020/GJ;Sales margin component of the price for biofuel at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Liquids|Biomass|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for biofuel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Biomass|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Biomass|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for biofuel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Biomass|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Efuel;EUR2020/GJ;Price for liquid Efuel at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Liquids|Efuel|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Efuel|Sales Margin;EUR2020/GJ;Sales margin component of the price for liquid Efuel at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Liquids|Efuel|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for liquid Efuel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Efuel|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Liquids|Efuel|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for liquid Efuel at the final level in the transport sector.;Price|Final Energy|Transport|Liquids|Efuel|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Efuel;EUR2020/GJ;Price for gaseous Efuel at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Gases|Efuel|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Efuel|Sales Margin;EUR2020/GJ;Sales margin component of the price for gaseous Efuel at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Gases|Efuel|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the price for gaseous Efuel at the final level in the transport sector.;Price|Final Energy|Transport|Gases|Efuel|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Gases|Efuel|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the price for gaseous Efuel at the final level in the transport sector.;Price|Final Energy|Transport|Gases|Efuel|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Hydrogen;EUR2020/GJ;Hydrogen price at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Hydrogen|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Hydrogen|Sales Margin;EUR2020/GJ;Sales margin component of the Hydrogen price at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Hydrogen|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the Hydrogen price at the final level in the transport sector.;Price|Final Energy|Transport|Hydrogen|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Hydrogen|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the Hydrogen price at the final level in the transport sector.;Price|Final Energy|Transport|Hydrogen|Other Taxes;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Electricity;EUR2020/GJ;Electricity price at the final level in the transport sector. Prices should include the effect of carbon prices and all other taxes.;Price|Final Energy|Transport|Electricity|Total LCOE;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Electricity|Sales Margin;EUR2020/GJ;Sales margin component of the Electricity price at the final level in the transport sector.;;;;;0;;
2;energy (price);Price|Final Energy|Transportation|Electricity|Transport and Distribution;EUR2020/GJ;Transport and Distribution component of the Electricity price at the final level in the transport sector.;Price|Final Energy|Transport|Electricity|Transport and Distribution;US$2005/GJ;1.174;;0;;R
2;energy (price);Price|Final Energy|Transportation|Electricity|Other Taxes;EUR2020/GJ;Other taxes and subsidies included in the Electricity price at the final level in the transport sector.;Price|Final Energy|Transport|Electricity|Other Taxes;US$2005/GJ;1.174;;0;;R
1;energy (supply);Primary Energy;PJ/yr;total primary energy consumption (direct equivalent);PE;EJ/yr;1000;;0;;R
1;energy (supply);Primary Energy|Biomass;PJ/yr;primary energy consumption of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass, including renewable waste;PE|+|Biomass;EJ/yr;1000;;0;;R
2;energy (supply);Primary Energy|Biomass|Modern;PJ/yr;modern biomass primary energy consumption, including purpose-grown bioenergy crops, crop and forestry residue bioenergy and municipal solid waste bioenergy;PE|Biomass|Modern;EJ/yr;1000;;0;;R
2;energy (supply);Primary Energy|Biomass|Traditional;PJ/yr;traditional biomass primary energy consumption;PE|Biomass|Traditional;EJ/yr;1000;;0;;R
2;energy (supply);Primary Energy|Biomass|1st Generation;PJ/yr;biomass primary energy from 1st generation biofuel crops (e.g., sugar cane, rapeseed oil, maize, sugar beet);PE|Biomass|1st Generation;EJ/yr;1000;;0;;R
2;energy (supply);Primary Energy|Biomass|Energy Crops;PJ/yr;biomass primary energy from purpose-grown bioenergy crops;PE|Biomass|Energy Crops;EJ/yr;1000;;0;;R
2;energy (supply);Primary Energy|Biomass|Residues;PJ/yr;biomass primary energy from residues;PE|Biomass|Residues;EJ/yr;1000;;0;;R
1;energy (supply);Primary Energy|Biomass|w/ CCS;PJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption used in combination with CCS;PE|Biomass|w/ CC;EJ/yr;1000;;0;;R
1;energy (supply);Primary Energy|Biomass|w/o CCS;PJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption without CCS;PE|Biomass|w/o CC;EJ/yr;1000;;0;;R
1;energy (supply);Primary Energy|Biomass|Electricity;PJ/yr;primary energy input to electricity generation of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass;PE|Biomass|Electricity;EJ/yr;1000;;0;;R
