parent;child;factor
Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases;Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases|Fossil;1

Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids;Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Biomass;1
Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids;Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Electricity;1
Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids;Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Fossil;1

Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids;Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids|Biomass;1
Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids;Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids|Coal;1

Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases;1
Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Hydrogen;1
Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids;1
Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids;1
Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Other;1
Final Energy|Non-Energy Use|Non-Metallic Minerals;Final Energy|Non-Energy Use|Non-Metallic Minerals|Waste;1

Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases;Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Biomass;1
Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases;Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Electricity;1
Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases;Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Fossil;1

Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids;Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Biomass;1
Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids;Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Electricity;1
Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids;Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Fossil;1

Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids;Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids|Biomass;1
Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids;Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids|Coal;1

Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Gases;1
Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Hydrogen;1
Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Liquids;1
Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Solids;1
Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Other;1
Final Energy|Non-Energy Use|Other Sector;Final Energy|Non-Energy Use|Other Sector|Waste;1

Final Energy|Non-Energy Use|Other Sector|Gases;Final Energy|Non-Energy Use|Other Sector|Gases|Biomass;1
Final Energy|Non-Energy Use|Other Sector|Gases;Final Energy|Non-Energy Use|Other Sector|Gases|Electricity;1
Final Energy|Non-Energy Use|Other Sector|Gases;Final Energy|Non-Energy Use|Other Sector|Gases|Fossil;1

Final Energy|Non-Energy Use|Other Sector|Liquids;Final Energy|Non-Energy Use|Other Sector|Liquids|Biomass;1
Final Energy|Non-Energy Use|Other Sector|Liquids;Final Energy|Non-Energy Use|Other Sector|Liquids|Electricity;1
Final Energy|Non-Energy Use|Other Sector|Liquids;Final Energy|Non-Energy Use|Other Sector|Liquids|Fossil;1

Final Energy|Non-Energy Use|Other Sector|Solids;Final Energy|Non-Energy Use|Other Sector|Solids|Biomass;1
Final Energy|Non-Energy Use|Other Sector|Solids;Final Energy|Non-Energy Use|Other Sector|Solids|Coal;1

Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Gases;1
Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Hydrogen;1
Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Liquids;1
Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Solids;1
Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Other;1
Final Energy|Non-Energy Use|Pulp and Paper;Final Energy|Non-Energy Use|Pulp and Paper|Waste;1

Final Energy|Non-Energy Use|Pulp and Paper|Gases;Final Energy|Non-Energy Use|Pulp and Paper|Gases|Biomass;1
Final Energy|Non-Energy Use|Pulp and Paper|Gases;Final Energy|Non-Energy Use|Pulp and Paper|Gases|Electricity;1
Final Energy|Non-Energy Use|Pulp and Paper|Gases;Final Energy|Non-Energy Use|Pulp and Paper|Gases|Fossil;1

Final Energy|Non-Energy Use|Pulp and Paper|Liquids;Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Biomass;1
Final Energy|Non-Energy Use|Pulp and Paper|Liquids;Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Electricity;1
Final Energy|Non-Energy Use|Pulp and Paper|Liquids;Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Fossil;1

Final Energy|Non-Energy Use|Pulp and Paper|Solids;Final Energy|Non-Energy Use|Pulp and Paper|Solids|Biomass;1
Final Energy|Non-Energy Use|Pulp and Paper|Solids;Final Energy|Non-Energy Use|Pulp and Paper|Solids|Coal;1

Final Energy|Non-Energy Use|Solids;Final Energy|Non-Energy Use|Solids|Coal;1
Final Energy|Non-Energy Use|Solids;Final Energy|Non-Energy Use|Solids|Biomass;1

Final Energy|Other Sector;Final Energy|Other Sector|Electricity;1
Final Energy|Other Sector;Final Energy|Other Sector|Gases;1
Final Energy|Other Sector;Final Energy|Other Sector|Heat;1
Final Energy|Other Sector;Final Energy|Other Sector|Hydrogen;1
Final Energy|Other Sector;Final Energy|Other Sector|Liquids;1
Final Energy|Other Sector;Final Energy|Other Sector|Other;1
Final Energy|Other Sector;Final Energy|Other Sector|Solids;1

Final Energy|Other Sector|Gases;Final Energy|Other Sector|Gases|Biomass;1
Final Energy|Other Sector|Gases;Final Energy|Other Sector|Gases|Electricity;1
Final Energy|Other Sector|Gases;Final Energy|Other Sector|Gases|Fossil;1

Final Energy|Other Sector|Liquids;Final Energy|Other Sector|Liquids|Biomass;1
Final Energy|Other Sector|Liquids;Final Energy|Other Sector|Liquids|Electricity;1
Final Energy|Other Sector|Liquids;Final Energy|Other Sector|Liquids|Fossil;1

Final Energy|Other Sector|Solids;Final Energy|Other Sector|Solids|Biomass;1
Final Energy|Other Sector|Solids;Final Energy|Other Sector|Solids|Fossil;1

Final Energy|Other Sector|Solids|Biomass;Final Energy|Other Sector|Solids|Biomass|Traditional;1

Final Energy|Residential;Final Energy|Residential|Electricity;1
Final Energy|Residential;Final Energy|Residential|Gases;1
Final Energy|Residential;Final Energy|Residential|Heat;1
Final Energy|Residential;Final Energy|Residential|Hydrogen;1
Final Energy|Residential;Final Energy|Residential|Liquids;1
Final Energy|Residential;Final Energy|Residential|Other;1
Final Energy|Residential;Final Energy|Residential|Solids;1

Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Electricity;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Gases;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Heat;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Hydrogen;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Liquids;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Other;1
Final Energy|Residential and Commercial;Final Energy|Residential and Commercial|Solids;1

Final Energy|Residential and Commercial 2;Final Energy|Commercial;1
Final Energy|Residential and Commercial 2;Final Energy|Residential;1

Final Energy|Residential and Commercial|Gases;Final Energy|Residential and Commercial|Gases|Biomass;1
Final Energy|Residential and Commercial|Gases;Final Energy|Residential and Commercial|Gases|Electricity;1
Final Energy|Residential and Commercial|Gases;Final Energy|Residential and Commercial|Gases|Fossil;1

Final Energy|Residential and Commercial|Heating;Final Energy|Residential and Commercial|Heating|Space;1

Final Energy|Residential and Commercial|Liquids;Final Energy|Residential and Commercial|Liquids|Biomass;1
Final Energy|Residential and Commercial|Liquids;Final Energy|Residential and Commercial|Liquids|Electricity;1
Final Energy|Residential and Commercial|Liquids;Final Energy|Residential and Commercial|Liquids|Fossil;1

Final Energy|Residential and Commercial|Solids;Final Energy|Residential and Commercial|Solids|Biomass;1
Final Energy|Residential and Commercial|Solids;Final Energy|Residential and Commercial|Solids|Fossil;1

Final Energy|Residential|Gases;Final Energy|Residential|Gases|Biomass;1
Final Energy|Residential|Gases;Final Energy|Residential|Gases|Electricity;1
Final Energy|Residential|Gases;Final Energy|Residential|Gases|Fossil;1

Final Energy|Residential|Liquids;Final Energy|Residential|Liquids|Biomass;1
Final Energy|Residential|Liquids;Final Energy|Residential|Liquids|Electricity;1
Final Energy|Residential|Liquids;Final Energy|Residential|Liquids|Fossil;1

Final Energy|Residential|Solids;Final Energy|Residential|Solids|Biomass;1
Final Energy|Residential|Solids;Final Energy|Residential|Solids|Fossil;1

Final Energy|Residential|Solids|Biomass;Final Energy|Residential|Solids|Biomass|Traditional;1

Final Energy|Solids;Final Energy|Solids|Biomass;1
Final Energy|Solids;Final Energy|Solids|Fossil;1

Final Energy|Transportation;Final Energy|Transportation|Electricity;1
Final Energy|Transportation;Final Energy|Transportation|Gases;1
Final Energy|Transportation;Final Energy|Transportation|Hydrogen;1
Final Energy|Transportation;Final Energy|Transportation|Liquids;1
Final Energy|Transportation;Final Energy|Transportation|Other;1

Final Energy|Transportation 2;Final Energy|Transportation|Bus;1
Final Energy|Transportation 2;Final Energy|Transportation|LDV;1
Final Energy|Transportation 2;Final Energy|Transportation|Rail;1
Final Energy|Transportation 2;Final Energy|Transportation|Truck;1
Final Energy|Transportation 2;Final Energy|Transportation|Domestic Aviation;1
Final Energy|Transportation 2;Final Energy|Transportation|Domestic Shipping;1

Final Energy|Transportation 3;Final Energy|Transportation|Passenger;1
Final Energy|Transportation 3;Final Energy|Transportation|Freight;1

Final Energy|Transportation (w/ bunkers);Final Energy|Transportation;1
Final Energy|Transportation (w/ bunkers);Final Energy|Bunkers;1

Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Electricity;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Gases;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Hydrogen;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Liquids;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|ICE;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Hybrid;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|BEV;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|Catenary;1
Final Energy|Transportation|Bus;Final Energy|Transportation|Bus|FCEV;1

Final Energy|Transportation|Bus|Gases;Final Energy|Transportation|Bus|Gases|Fossil;1
Final Energy|Transportation|Bus|Gases;Final Energy|Transportation|Bus|Gases|Biomass;1
Final Energy|Transportation|Bus|Gases;Final Energy|Transportation|Bus|Gases|Electricity;1

Final Energy|Transportation|Bus|Hybrid;Final Energy|Transportation|Bus|Hybrid|Electricity;1
Final Energy|Transportation|Bus|Hybrid;Final Energy|Transportation|Bus|Hybrid|Liquids;1
Final Energy|Transportation|Bus|Hybrid;Final Energy|Transportation|Bus|Hybrid|Gases;1

Final Energy|Transportation|Bus|Hydrogen;Final Energy|Transportation|Bus|Hydrogen|Fossil;1
Final Energy|Transportation|Bus|Hydrogen;Final Energy|Transportation|Bus|Hydrogen|Biomass;1
Final Energy|Transportation|Bus|Hydrogen;Final Energy|Transportation|Bus|Hydrogen|Electricity;1

Final Energy|Transportation|Bus|ICE;Final Energy|Transportation|Bus|ICE|Liquids;1
Final Energy|Transportation|Bus|ICE;Final Energy|Transportation|Bus|ICE|Gases;1

Final Energy|Transportation|Bus|Liquids;Final Energy|Transportation|Bus|Liquids|Fossil;1
Final Energy|Transportation|Bus|Liquids;Final Energy|Transportation|Bus|Liquids|Biomass;1
Final Energy|Transportation|Bus|Liquids;Final Energy|Transportation|Bus|Liquids|Electricity;1

Final Energy|Transportation|Domestic Aviation;Final Energy|Transportation|Domestic Aviation|Electricity;1
Final Energy|Transportation|Domestic Aviation;Final Energy|Transportation|Domestic Aviation|Gases;1
Final Energy|Transportation|Domestic Aviation;Final Energy|Transportation|Domestic Aviation|Hydrogen;1
Final Energy|Transportation|Domestic Aviation;Final Energy|Transportation|Domestic Aviation|Liquids;1

Final Energy|Transportation|Domestic Aviation|Gases;Final Energy|Transportation|Domestic Aviation|Gases|Fossil;1
Final Energy|Transportation|Domestic Aviation|Gases;Final Energy|Transportation|Domestic Aviation|Gases|Biomass;1
Final Energy|Transportation|Domestic Aviation|Gases;Final Energy|Transportation|Domestic Aviation|Gases|Electricity;1

Final Energy|Transportation|Domestic Aviation|Hydrogen;Final Energy|Transportation|Domestic Aviation|Hydrogen|Fossil;1
Final Energy|Transportation|Domestic Aviation|Hydrogen;Final Energy|Transportation|Domestic Aviation|Hydrogen|Biomass;1
Final Energy|Transportation|Domestic Aviation|Hydrogen;Final Energy|Transportation|Domestic Aviation|Hydrogen|Electricity;1

Final Energy|Transportation|Domestic Aviation|Liquids;Final Energy|Transportation|Domestic Aviation|Liquids|Fossil;1
Final Energy|Transportation|Domestic Aviation|Liquids;Final Energy|Transportation|Domestic Aviation|Liquids|Biomass;1
Final Energy|Transportation|Domestic Aviation|Liquids;Final Energy|Transportation|Domestic Aviation|Liquids|Electricity;1

Final Energy|Transportation|Domestic Shipping;Final Energy|Transportation|Domestic Shipping|Electricity;1
Final Energy|Transportation|Domestic Shipping;Final Energy|Transportation|Domestic Shipping|Gases;1
Final Energy|Transportation|Domestic Shipping;Final Energy|Transportation|Domestic Shipping|Hydrogen;1
Final Energy|Transportation|Domestic Shipping;Final Energy|Transportation|Domestic Shipping|Liquids;1

Final Energy|Transportation|Domestic Shipping|Gases;Final Energy|Transportation|Domestic Shipping|Gases|Fossil;1
Final Energy|Transportation|Domestic Shipping|Gases;Final Energy|Transportation|Domestic Shipping|Gases|Biomass;1
Final Energy|Transportation|Domestic Shipping|Gases;Final Energy|Transportation|Domestic Shipping|Gases|Electricity;1

Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Fossil;1
Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Biomass;1
Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Electricity;1

Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Fossil;1
Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Biomass;1
Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Electricity;1

Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Electricity;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Gases;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Hydrogen;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Liquids;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Other;1

Final Energy|Transportation|Freight 2;Final Energy|Transportation|Freight|Rail;1
Final Energy|Transportation|Freight 2;Final Energy|Transportation|Freight|Truck;1
Final Energy|Transportation|Freight 2;Final Energy|Transportation|Freight|LDV;1

Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Biomass;1
Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Fossil;1
Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Electricity;1

Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Biomass;1
Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Fossil;1
Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Electricity;1

Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Biomass;1
Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Fossil;1
Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Electricity;1

Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|Electricity;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|Gases;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|Hydrogen;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|Liquids;1

Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|ICE;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|Hybrid;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|BEV;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|FCEV;1

Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Fossil;1
Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Biomass;1
Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Electricity;1

Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Electricity;1
Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Liquids;1
Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Gases;1

Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Fossil;1
Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Biomass;1
Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Electricity;1

Final Energy|Transportation|LDV|ICE;Final Energy|Transportation|LDV|ICE|Liquids;1
Final Energy|Transportation|LDV|ICE;Final Energy|Transportation|LDV|ICE|Gases;1

Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Fossil;1
Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Biomass;1
Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Electricity;1

Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Biomass;1
Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Fossil;1
Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Electricity;1

Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Electricity;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Gases;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Hydrogen;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Liquids;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Other;1

Final Energy|Transportation|Passenger 2;Final Energy|Transportation|Passenger|Rail;1
Final Energy|Transportation|Passenger 2;Final Energy|Transportation|Passenger|Bus;1
Final Energy|Transportation|Passenger 2;Final Energy|Transportation|Passenger|LDV;1
Final Energy|Transportation|Passenger 2;Final Energy|Transportation|Passenger|Domestic Aviation;1

Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Biomass;1
Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Fossil;1
Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Electricity;1

Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Electricity;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Gases;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Hydrogen;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Liquids;1

Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Fossil;1
Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Biomass;1
Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Electricity;1

Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Fossil;1
Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Biomass;1
Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Electricity;1

Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Fossil;1
Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Biomass;1
Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Electricity;1

Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Electricity;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Gases;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Hydrogen;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Liquids;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|ICE;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Hybrid;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|BEV;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Catenary;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|FCEV;1

Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Fossil;1
Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Biomass;1
Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Electricity;1

Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Electricity;1
Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Liquids;1
Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Gases;1

Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Fossil;1
Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Biomass;1
Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Electricity;1

Final Energy|Transportation|Truck|ICE;Final Energy|Transportation|Truck|ICE|Liquids;1
Final Energy|Transportation|Truck|ICE;Final Energy|Transportation|Truck|ICE|Gases;1

Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Fossil;1
Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Biomass;1
Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Electricity;1

Food Demand;Food Demand|Crops;1
Food Demand;Food Demand|Livestock;1

Food Energy Supply;Food Energy Supply|Livestock;1

Forcing;Forcing|Aerosol;1
Forcing;Forcing|Albedo Change and Mineral Dust;1
Forcing;Forcing|CH4;1
Forcing;Forcing|CO2;1
Forcing;Forcing|F-Gases;1
# Forcing;Forcing|Kyoto Gases;1
Forcing;Forcing|Montreal Gases;1
Forcing;Forcing|N2O;1
Forcing;Forcing|Other;1
Forcing;Forcing|Tropospheric Ozone;1

Forcing|Aerosol;Forcing|Aerosol|BC;1
Forcing|Aerosol;Forcing|Aerosol|Black and Organic Carbon;1
Forcing|Aerosol;Forcing|Aerosol|Cloud Indirect;1
Forcing|Aerosol;Forcing|Aerosol|OC;1
Forcing|Aerosol;Forcing|Aerosol|Other;1
Forcing|Aerosol;Forcing|Aerosol|Sulfate Direct;1

Forestry Demand|Roundwood;Forestry Demand|Roundwood|Industrial Roundwood;1
Forestry Demand|Roundwood;Forestry Demand|Roundwood|Wood Fuel;1

Forestry Production|Roundwood;Forestry Production|Roundwood|Industrial Roundwood;1
Forestry Production|Roundwood;Forestry Production|Roundwood|Wood Fuel;1

Gross Emissions|CO2|Energy and Industrial Processes;Gross Emissions|CO2|Industrial Processes;1
Gross Emissions|CO2|Energy and Industrial Processes;Gross Emissions|CO2|Energy;1

Gross Emissions|CO2|Energy;Gross Emissions|CO2|Energy|Supply;1
Gross Emissions|CO2|Energy;Gross Emissions|CO2|Energy|Demand;1

Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Electricity;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Gases;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Heat;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Hydrogen;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Liquids;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Other;1
Gross Emissions|CO2|Energy|Supply;Gross Emissions|CO2|Energy|Supply|Solids;1

Import;Import|Agriculture;1
Import;Import|Energy;1
Import;Import|Industry;1
Import;Import|Other;1

Import|Industry;Import|Industry|Iron and Steel;1
Import|Industry;Import|Industry|Non-Ferrous Metals;1
Import|Industry;Import|Industry|Non-Metallic Minerals;1
Import|Industry;Import|Industry|Pulp and Paper;1
Import|Industry;Import|Industry|Other Sector;1

Import|Industry|Chemicals|High Value Chemicals;Import|Industry|Chemicals|High Value Chemicals|Volume;1

Import|Industry|Chemicals|Plastics;Import|Industry|Chemicals|Plastics|Volume;1

Import|Industry|Iron and Steel;Import|Industry|Iron and Steel|Primary Steel;1
Import|Industry|Iron and Steel;Import|Industry|Iron and Steel|Secondary Steel;1
Import|Industry|Iron and Steel;Import|Industry|Iron and Steel|Volume;1

Import|Industry|Iron and Steel|Primary Steel;Import|Industry|Iron and Steel|Primary Steel|Volume;1

Import|Industry|Iron and Steel|Secondary Steel;Import|Industry|Iron and Steel|Secondary Steel|Volume;1

Import|Industry|Non-Ferrous Metals;Import|Industry|Non-Ferrous Metals|Aluminum;1
Import|Industry|Non-Ferrous Metals;Import|Industry|Non-Ferrous Metals|Volume;1

Import|Industry|Non-Ferrous Metals|Aluminum;Import|Industry|Non-Ferrous Metals|Aluminum|Volume;1

Import|Industry|Non-Metallic Minerals;Import|Industry|Non-Metallic Minerals|Cement;1
Import|Industry|Non-Metallic Minerals;Import|Industry|Non-Metallic Minerals|Volume;1

Import|Industry|Non-Metallic Minerals|Cement;Import|Industry|Non-Metallic Minerals|Cement|Volume;1

Investment|Energy Supply;Investment|Energy Supply|Electricity;1
Investment|Energy Supply;Investment|Energy Supply|Liquids;1
Investment|Energy Supply;Investment|Energy Supply|CO2 Transport and Storage;1
Investment|Energy Supply;Investment|Energy Supply|Other;1
Investment|Energy Supply;Investment|Energy Supply|Heat;1
Investment|Energy Supply;Investment|Energy Supply|Hydrogen;1

Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Fossil;1
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Biomass;1
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Nuclear;1
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Non-Biomass Renewables;1
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Other;1
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Transmission and Distribution;1
