idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
865;2;energy (final);Final Energy|Transportation|Domestic Aviation|Hydrogen;EJ/yr;FE|Transport|Pass|Domestic Aviation|Hydrogen;EJ/yr;;;;final energy consumption of hydrogen in the transportation sector by Domestic Aviation;T
866;2;energy (final);Final Energy|Transportation|Domestic Aviation|Liquids;EJ/yr;FE|Transport|Pass|Domestic Aviation|Liquids;EJ/yr;;;;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids) in the transportation sector by Domestic Aviation;T
867;2;energy (final);Final Energy|Transportation|Domestic Shipping|Electricity;EJ/yr;;;;;;final energy consumption of electricity (including on-site solar PV), excluding transmission/distribution losses in the transportation sector by Domestic Shipping;
868;2;energy (final);Final Energy|Transportation|Domestic Shipping|Gases;EJ/yr;;;;;;final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses in the transportation sector by Domestic Shipping;
869;2;energy (final);Final Energy|Transportation|Domestic Shipping|Hydrogen;EJ/yr;;;;;;final energy consumption of hydrogen in the transportation sector by Domestic Shipping;
870;2;energy (final);Final Energy|Transportation|Domestic Shipping|Liquids;EJ/yr;;;;;;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids) in the transportation sector by Domestic Shipping;
871;2;energy (final);Final Energy|Transportation|Bus|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by bus;
872;2;energy (final);Final Energy|Transportation|Bus|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by bus;
873;2;energy (final);Final Energy|Transportation|Bus|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by bus;
874;2;energy (final);Final Energy|Transportation|Bus|Liquids|Fossil;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Fossil;EJ/yr;;;;final energy consumption of fossil Liquids in the transportation sector by bus;T
875;2;energy (final);Final Energy|Transportation|Bus|Liquids|Biomass;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Biomass;EJ/yr;;;;final energy consumption of bioliquids in the transportation sector by bus;T
876;2;energy (final);Final Energy|Transportation|Bus|Liquids|Electricity;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Hydrogen;EJ/yr;;;;final energy consumption of liquid efuels in the transportation sector by bus;T
877;2;energy (final);Final Energy|Transportation|Bus|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by bus;
878;2;energy (final);Final Energy|Transportation|Bus|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by bus;
879;2;energy (final);Final Energy|Transportation|Bus|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by bus;
880;2;energy (final);Final Energy|Transportation|LDV|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by LDV;
881;2;energy (final);Final Energy|Transportation|LDV|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by LDV;
882;2;energy (final);Final Energy|Transportation|LDV|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by LDV;
883;2;energy (final);Final Energy|Transportation|LDV|Liquids|Fossil;EJ/yr;FE|Transport|LDV|Liquids|+|Fossil;EJ/yr;;;;final energy consumption of fossil Liquids in the transportation sector by LDV;R
884;2;energy (final);Final Energy|Transportation|LDV|Liquids|Biomass;EJ/yr;FE|Transport|LDV|Liquids|+|Biomass;EJ/yr;;;;final energy consumption of bioliquids in the transportation sector by LDV;R
885;2;energy (final);Final Energy|Transportation|LDV|Liquids|Electricity;EJ/yr;FE|Transport|LDV|Liquids|+|Hydrogen;EJ/yr;;;;final energy consumption of liquid efuels in the transportation sector by LDV;R
886;2;energy (final);Final Energy|Transportation|LDV|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by LDV;
887;2;energy (final);Final Energy|Transportation|LDV|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by LDV;
888;2;energy (final);Final Energy|Transportation|LDV|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by LDV;
889;2;energy (final);Final Energy|Transportation|Truck|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by Truck;
890;2;energy (final);Final Energy|Transportation|Truck|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by Truck;
891;2;energy (final);Final Energy|Transportation|Truck|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by Truck;
892;2;energy (final);Final Energy|Transportation|Truck|Liquids|Fossil;EJ/yr;FE|Transport|Freight|Road|Liquids|Fossil;EJ/yr;;;;final energy consumption of fossil Liquids in the transportation sector by Truck;T
893;2;energy (final);Final Energy|Transportation|Truck|Liquids|Biomass;EJ/yr;FE|Transport|Freight|Road|Liquids|Biomass;EJ/yr;;;;final energy consumption of bioliquids in the transportation sector by Truck;T
894;2;energy (final);Final Energy|Transportation|Truck|Liquids|Electricity;EJ/yr;FE|Transport|Freight|Road|Liquids|Hydrogen;EJ/yr;;;;final energy consumption of liquid efuels in the transportation sector by Truck;T
895;2;energy (final);Final Energy|Transportation|Truck|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by Truck;
896;2;energy (final);Final Energy|Transportation|Truck|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by Truck;
897;2;energy (final);Final Energy|Transportation|Truck|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by Truck;
898;2;energy (final);Final Energy|Transportation|Rail|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by Rail;
899;2;energy (final);Final Energy|Transportation|Rail|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by Rail;
900;2;energy (final);Final Energy|Transportation|Rail|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by Rail;
901;2;energy (final);Final Energy|Transportation|Rail|Liquids|Fossil;EJ/yr;;;;;;final energy consumption of fossil Liquids in the transportation sector by Rail;
902;2;energy (final);Final Energy|Transportation|Rail|Liquids|Biomass;EJ/yr;;;;;;final energy consumption of bioliquids in the transportation sector by Rail;
903;2;energy (final);Final Energy|Transportation|Rail|Liquids|Electricity;EJ/yr;;;;;;final energy consumption of liquid efuels in the transportation sector by Rail;
904;2;energy (final);Final Energy|Transportation|Rail|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by Rail;
905;2;energy (final);Final Energy|Transportation|Rail|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by Rail;
906;2;energy (final);Final Energy|Transportation|Rail|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by Rail;
907;2;energy (final);Final Energy|Transportation|Domestic Aviation|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by Domestic Aviation;
908;2;energy (final);Final Energy|Transportation|Domestic Aviation|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by Domestic Aviation;
909;2;energy (final);Final Energy|Transportation|Domestic Aviation|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by Domestic Aviation;
910;2;energy (final);Final Energy|Transportation|Domestic Aviation|Liquids|Fossil;EJ/yr;;;;;;final energy consumption of fossil Liquids in the transportation sector by Domestic Aviation;
911;2;energy (final);Final Energy|Transportation|Domestic Aviation|Liquids|Biomass;EJ/yr;;;;;;final energy consumption of bioliquids in the transportation sector by Domestic Aviation;
912;2;energy (final);Final Energy|Transportation|Domestic Aviation|Liquids|Electricity;EJ/yr;;;;;;final energy consumption of liquid efuels in the transportation sector by Domestic Aviation;
913;2;energy (final);Final Energy|Transportation|Domestic Aviation|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by Domestic Aviation;
914;2;energy (final);Final Energy|Transportation|Domestic Aviation|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by Domestic Aviation;
915;2;energy (final);Final Energy|Transportation|Domestic Aviation|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by Domestic Aviation;
916;2;energy (final);Final Energy|Transportation|Domestic Shipping|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the transportation sector by Domestic Shipping;
917;2;energy (final);Final Energy|Transportation|Domestic Shipping|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the transportation sector by Domestic Shipping;
918;2;energy (final);Final Energy|Transportation|Domestic Shipping|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the transportation sector by Domestic Shipping;
919;2;energy (final);Final Energy|Transportation|Domestic Shipping|Liquids|Fossil;EJ/yr;;;;;;final energy consumption of fossil Liquids in the transportation sector by Domestic Shipping;
920;2;energy (final);Final Energy|Transportation|Domestic Shipping|Liquids|Biomass;EJ/yr;;;;;;final energy consumption of bioliquids in the transportation sector by Domestic Shipping;
921;2;energy (final);Final Energy|Transportation|Domestic Shipping|Liquids|Electricity;EJ/yr;;;;;;final energy consumption of liquid efuels in the transportation sector by Domestic Shipping;
922;2;energy (final);Final Energy|Transportation|Domestic Shipping|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the transportation sector by Domestic Shipping;
923;2;energy (final);Final Energy|Transportation|Domestic Shipping|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the transportation sector by Domestic Shipping;
924;2;energy (final);Final Energy|Transportation|Domestic Shipping|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the transportation sector by Domestic Shipping;
925;1;energy (final);Final Energy|Transportation|Bus|ICE;EJ/yr;;;;;;final energy consumption in the transportation sector by internal combustion engine bus;
926;1;energy (final);Final Energy|Transportation|Bus|Hybrid;EJ/yr;;;;;;final energy consumption in the transportation sector by hybrid bus;
927;1;energy (final);Final Energy|Transportation|Bus|BEV;EJ/yr;;;;;;final energy consumption in the transportation sector by battery electric bus;
928;1;energy (final);Final Energy|Transportation|Bus|Catenary;EJ/yr;;;;;;final energy consumption in the transportation sector by catenary electric bus;
929;1;energy (final);Final Energy|Transportation|Bus|FCEV;EJ/yr;;;;;;final energy consumption in the transportation sector by fuel cell electric bus;
930;1;energy (final);Final Energy|Transportation|Truck|ICE;EJ/yr;;;;;;final energy consumption in the transportation sector by internal combustion engine Truck;
931;1;energy (final);Final Energy|Transportation|Truck|Hybrid;EJ/yr;;;;;;final energy consumption in the transportation sector by hybrid Truck;
932;1;energy (final);Final Energy|Transportation|Truck|BEV;EJ/yr;;;;;;final energy consumption in the transportation sector by battery electric Truck;
933;1;energy (final);Final Energy|Transportation|Truck|Catenary;EJ/yr;;;;;;final energy consumption in the transportation sector by catenary electric Truck;
934;1;energy (final);Final Energy|Transportation|Truck|FCEV;EJ/yr;;;;;;final energy consumption in the transportation sector by fuel cell electric Truck;
935;1;energy (final);Final Energy|Transportation|LDV|ICE;EJ/yr;;;;;;final energy consumption in the transportation sector by internal comLDVtion engine LDV;
936;1;energy (final);Final Energy|Transportation|LDV|Hybrid;EJ/yr;;;;;;final energy consumption in the transportation sector by hybrid LDV;
937;1;energy (final);Final Energy|Transportation|LDV|BEV;EJ/yr;;;;;;final energy consumption in the transportation sector by battery electric LDV;
938;1;energy (final);Final Energy|Transportation|LDV|FCEV;EJ/yr;;;;;;final energy consumption in the transportation sector by fuel cell electric LDV;
939;1;energy (final);Final Energy|Transportation|Truck|ICE|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by internal combustion engine Truck;
940;1;energy (final);Final Energy|Transportation|Truck|ICE|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by internal combustion engine Truck;
941;1;energy (final);Final Energy|Transportation|Truck|Hybrid|Electricity;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid Truck;
942;1;energy (final);Final Energy|Transportation|Truck|Hybrid|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid Truck;
943;1;energy (final);Final Energy|Transportation|Truck|Hybrid|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by Hybrid Truck;
944;1;energy (final);Final Energy|Transportation|LDV|ICE|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by internal combustion engine LDV;
945;1;energy (final);Final Energy|Transportation|LDV|ICE|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by internal combustion engine LDV;
946;1;energy (final);Final Energy|Transportation|LDV|Hybrid|Electricity;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid LDV;
947;1;energy (final);Final Energy|Transportation|LDV|Hybrid|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid LDV;
948;1;energy (final);Final Energy|Transportation|LDV|Hybrid|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by Hybrid LDV;
949;1;energy (final);Final Energy|Transportation|Bus|ICE|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by internal combustion engine Bus;
950;1;energy (final);Final Energy|Transportation|Bus|ICE|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by internal combustion engine Bus;
951;1;energy (final);Final Energy|Transportation|Bus|Hybrid|Electricity;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid Bus;
952;1;energy (final);Final Energy|Transportation|Bus|Hybrid|Liquids;EJ/yr;;;;;;final energy consumption of liquid fuels in the transportation sector by Hybrid Bus;
953;1;energy (final);Final Energy|Transportation|Bus|Hybrid|Gases;EJ/yr;;;;;;final energy consumption of gases in the transportation sector by Hybrid Bus;
954;1;energy (final);Final Energy|Transportation|Passenger;EJ/yr;FE|Transport|Pass;EJ/yr;;;;final energy consumed for passenger transportation;T
955;1;energy (final);Final Energy|Transportation|Freight;EJ/yr;FE|Transport|Freight|Road;EJ/yr;;;;final energy consumed for freight transportation;T
955;1;energy (final);Final Energy|Transportation|Freight;EJ/yr;FE|Transport|Freight|Rail;EJ/yr;;;;final energy consumed for freight transportation;T
955;1;energy (final);Final Energy|Transportation|Freight;EJ/yr;FE|Transport|Freight|Domestic Shipping;EJ/yr;;;;final energy consumed for freight transportation;T
956;2;energy (final);Final Energy|Transportation|Passenger|Electricity;EJ/yr;FE|Transport|Pass|Road|Bus|Electricity;EJ/yr;;;;;T
956;2;energy (final);Final Energy|Transportation|Passenger|Electricity;EJ/yr;FE|Transport|Pass|Road|LDV|Electricity;EJ/yr;;;;;T
956;2;energy (final);Final Energy|Transportation|Passenger|Electricity;EJ/yr;FE|Transport|Pass|Rail|Electricity;EJ/yr;;;;;T
957;2;energy (final);Final Energy|Transportation|Passenger|Gases;EJ/yr;FE|Transport|Pass|Road|Bus|Gases;EJ/yr;;;;;T
957;2;energy (final);Final Energy|Transportation|Passenger|Gases;EJ/yr;FE|Transport|Pass|Road|LDV|Gases;EJ/yr;;;;;T
958;2;energy (final);Final Energy|Transportation|Passenger|Hydrogen;EJ/yr;FE|Transport|Pass|Road|Bus|Hydrogen;EJ/yr;;;;;T
958;2;energy (final);Final Energy|Transportation|Passenger|Hydrogen;EJ/yr;FE|Transport|Pass|Road|LDV|Hydrogen;EJ/yr;;;;;T
958;2;energy (final);Final Energy|Transportation|Passenger|Hydrogen;EJ/yr;FE|Transport|Pass|Domestic Aviation|Hydrogen;EJ/yr;;;;;T
959;2;energy (final);Final Energy|Transportation|Passenger|Liquids;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids;EJ/yr;;;;;T
959;2;energy (final);Final Energy|Transportation|Passenger|Liquids;EJ/yr;FE|Transport|Pass|Road|LDV|Liquids;EJ/yr;;;;;T
959;2;energy (final);Final Energy|Transportation|Passenger|Liquids;EJ/yr;FE|Transport|Pass|Rail|Liquids;EJ/yr;;;;;T
959;2;energy (final);Final Energy|Transportation|Passenger|Liquids;EJ/yr;FE|Transport|Pass|Domestic Aviation|Liquids;EJ/yr;;;;;T
960;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Biomass;EJ/yr;FE|Transport|Pass|Road|LDV|Liquids|Biomass;EJ/yr;;;;final energy consumption by the passenger transportation sector of liquid biofuels;T
960;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Biomass;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Biomass;EJ/yr;;;;final energy consumption by the passenger transportation sector of liquid biofuels;T
960;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Biomass;EJ/yr;FE|Transport|Pass|Rail|Liquids|Biomass;EJ/yr;;;;final energy consumption by the passenger transportation sector of liquid biofuels;T
960;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Biomass;EJ/yr;FE|Transport|Pass|Domestic Aviation|Liquids|Biomass;EJ/yr;;;;final energy consumption by the passenger transportation sector of liquid biofuels;T
961;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Fossil;EJ/yr;FE|Transport|Pass|Road|LDV|Liquids|Fossil;EJ/yr;;;;final energy consumption by the passenger transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
961;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Fossil;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Fossil;EJ/yr;;;;final energy consumption by the passenger transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
961;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Fossil;EJ/yr;FE|Transport|Pass|Rail|Liquids|Fossil;EJ/yr;;;;final energy consumption by the passenger transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
961;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Fossil;EJ/yr;FE|Transport|Pass|Domestic Aviation|Liquids|Fossil;EJ/yr;;;;final energy consumption by the passenger transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
962;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Electricity;EJ/yr;FE|Transport|Pass|Road|LDV|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the passenger transportation sector of synthetic liquid efuels;T
962;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Electricity;EJ/yr;FE|Transport|Pass|Road|Bus|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the passenger transportation sector of synthetic liquid efuels;T
962;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Electricity;EJ/yr;FE|Transport|Pass|Rail|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the passenger transportation sector of synthetic liquid efuels;T
962;2;energy (final);Final Energy|Transportation|Passenger|Liquids|Electricity;EJ/yr;FE|Transport|Pass|Domestic Aviation|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the passenger transportation sector of synthetic liquid efuels;T
963;2;energy (final);Final Energy|Transportation|Passenger|Other;EJ/yr;;;;;;final energy consumption by the passenger transportation sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);
964;2;energy (final);Final Energy|Transportation|Freight|Electricity;EJ/yr;FE|Transport|Freight|Electricity;EJ/yr;;;;final energy consumption by the freight transportation sector of electricity (including on-site solar PV), excluding transmission/distribution losses;R
965;2;energy (final);Final Energy|Transportation|Freight|Gases;EJ/yr;FE|Transport|Freight|Gases;EJ/yr;;;;final energy consumption by the freight transportation sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;R
966;2;energy (final);Final Energy|Transportation|Freight|Hydrogen;EJ/yr;FE|Transport|Freight|Hydrogen;EJ/yr;;;;final energy consumption by the freight transportation sector of hydrogen;R
967;2;energy (final);Final Energy|Transportation|Freight|Liquids;EJ/yr;FE|Transport|Freight|Liquids;EJ/yr;;;;final energy consumption by the freight transportation sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);R
968;2;energy (final);Final Energy|Transportation|Freight|Liquids|Biomass;EJ/yr;FE|Transport|Freight|Domestic Shipping|Liquids|Biomass;EJ/yr;;;;final energy consumption by the freight transportation sector of liquid biofuels;T
968;2;energy (final);Final Energy|Transportation|Freight|Liquids|Biomass;EJ/yr;FE|Transport|Freight|Road|Liquids|Biomass;EJ/yr;;;;final energy consumption by the freight transportation sector of liquid biofuels;T
968;2;energy (final);Final Energy|Transportation|Freight|Liquids|Biomass;EJ/yr;FE|Transport|Freight|Rail|Liquids|Biomass;EJ/yr;;;;final energy consumption by the freight transportation sector of liquid biofuels;T
969;2;energy (final);Final Energy|Transportation|Freight|Liquids|Fossil;EJ/yr;FE|Transport|Freight|Domestic Shipping|Liquids|Fossil;EJ/yr;;;;final energy consumption by the freight transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
969;2;energy (final);Final Energy|Transportation|Freight|Liquids|Fossil;EJ/yr;FE|Transport|Freight|Road|Liquids|Fossil;EJ/yr;;;;final energy consumption by the freight transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
969;2;energy (final);Final Energy|Transportation|Freight|Liquids|Fossil;EJ/yr;FE|Transport|Freight|Rail|Liquids|Fossil;EJ/yr;;;;final energy consumption by the freight transportation sector of fossil based liquids (from conventional & unconventional oil, coal-to-liquids, gas-to-liquids);T
970;2;energy (final);Final Energy|Transportation|Freight|Liquids|Electricity;EJ/yr;FE|Transport|Freight|Domestic Shipping|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the freight transportation sector of synthetic liquid efuels;T
970;2;energy (final);Final Energy|Transportation|Freight|Liquids|Electricity;EJ/yr;FE|Transport|Freight|Road|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the freight transportation sector of synthetic liquid efuels;T
970;2;energy (final);Final Energy|Transportation|Freight|Liquids|Electricity;EJ/yr;FE|Transport|Freight|Rail|Liquids|Hydrogen;EJ/yr;;;;final energy consumption by the freight transportation sector of synthetic liquid efuels;T
971;2;energy (final);Final Energy|Transportation|Freight|Other;EJ/yr;;;;;;final energy consumption by the freight transportation sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);
972;3;energy (final);Final Energy|Transportation|Passenger|Rail;EJ/yr;FE|Transport|Pass|Rail;EJ/yr;;;;final energy consumption by the Passenger transportation sector by rail;T
973;3;energy (final);Final Energy|Transportation|Passenger|Bus;EJ/yr;FE|Transport|Pass|Road|Bus;EJ/yr;;;;final energy consumption by the Passenger transportation sector by bus;T
974;3;energy (final);Final Energy|Transportation|Passenger|LDV;EJ/yr;FE|Transport|Pass|Road|LDV;EJ/yr;;;;final energy consumption by the Passenger transportation sector by LDV;T
975;3;energy (final);Final Energy|Transportation|Freight|Rail;EJ/yr;;;;;;final energy consumption by the freight transportation sector by rail;
976;3;energy (final);Final Energy|Transportation|Freight|Truck;EJ/yr;;;;;;final energy consumption by the freight transportation sector by Truck;
977;3;energy (final);Final Energy|Transportation|Freight|LDV;EJ/yr;;;;;;final energy consumption by the freight transportation sector by LDV;
978;1;energy (final);Final Energy|Bunkers;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation;EJ/yr;;;;final energy consumption in the Bunkers sector;T
978;1;energy (final);Final Energy|Bunkers;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping;EJ/yr;;;;final energy consumption in the Bunkers sector;T
979;1;energy (final);Final Energy|Bunkers|International Shipping;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping;EJ/yr;;;;final energy consumption in the Bunkers sector by International shipping;T
980;1;energy (final);Final Energy|Bunkers|International Aviation;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation;EJ/yr;;;;final energy consumption in the Bunkers sector by International aviation;T
981;3;energy (final);Final Energy|Bunkers|Passenger;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation;EJ/yr;;;;final energy consumption by the international Passenger transportation sector;T
982;3;energy (final);Final Energy|Bunkers|Passenger|International Shipping;EJ/yr;;;;;;final energy consumption by the Passenger transportation sector by International Shipping;
983;3;energy (final);Final Energy|Bunkers|Passenger|International Aviation;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation;EJ/yr;;;;final energy consumption by the Passenger transportation sector by International Aviation;T
984;3;energy (final);Final Energy|Bunkers|Freight;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping;EJ/yr;;;;final energy consumption by the international freight transportation sector;T
985;3;energy (final);Final Energy|Bunkers|Freight|International Shipping;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping;EJ/yr;;;;final energy consumption by the freight transportation sector by International Shipping;T
986;3;energy (final);Final Energy|Bunkers|Freight|International Aviation;EJ/yr;;;;;;final energy consumption by the freight transportation sector by International Aviation;
987;1;energy (final);Final Energy|Bunkers|Electricity;EJ/yr;;;;;;final energy consumption by the Bunkers sector of electricity;
988;1;energy (final);Final Energy|Bunkers|Gases;EJ/yr;;;;;;final energy consumption by the Bunkers sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;
989;1;energy (final);Final Energy|Bunkers|Hydrogen;EJ/yr;;;;;;final energy consumption by the Bunkers sector of hydrogen;
990;1;energy (final);Final Energy|Bunkers|Liquids;EJ/yr;;;;;;final energy consumption by the Bunkers sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);
991;2;energy (final);Final Energy|Bunkers|Other;EJ/yr;;;;;;final energy consumption by the Bunkers sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);
992;1;energy (final);Final Energy|Bunkers|International Aviation|Electricity;EJ/yr;;;;;;final energy consumption of electricity excluding transmission/distribution losses in the Bunkers sector by International Aviation;
993;1;energy (final);Final Energy|Bunkers|International Aviation|Gases;EJ/yr;;;;;;final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses in the Bunkers sector by International Aviation;
994;1;energy (final);Final Energy|Bunkers|International Aviation|Hydrogen;EJ/yr;;;;;;final energy consumption of hydrogen in the Bunkers sector by International Aviation;
995;1;energy (final);Final Energy|Bunkers|International Aviation|Liquids;EJ/yr;;;;;;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids) in the Bunkers sector by International Aviation;
996;1;energy (final);Final Energy|Bunkers|International Shipping|Electricity;EJ/yr;;;;;;final energy consumption of electricity excluding transmission/distribution losses in the Bunkers sector by International Shipping;
997;1;energy (final);Final Energy|Bunkers|International Shipping|Gases;EJ/yr;;;;;;final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses in the Bunkers sector by International Shipping;
998;1;energy (final);Final Energy|Bunkers|International Shipping|Hydrogen;EJ/yr;;;;;;final energy consumption of hydrogen in the Bunkers sector by International Shipping;
999;1;energy (final);Final Energy|Bunkers|International Shipping|Liquids;EJ/yr;;;;;;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids) in the Bunkers sector by International Shipping;
1000;1;energy (final);Final Energy|Bunkers|International Aviation|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the Bunkers sector by International Aviation;
1001;1;energy (final);Final Energy|Bunkers|International Aviation|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the Bunkers sector by International Aviation;
1002;1;energy (final);Final Energy|Bunkers|International Aviation|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the Bunkers sector by International Aviation;
